Paragraph ID,Sentence Index,English Sentence,Chinese Sentence
chap3_para257,3,"With an average heuristic, bidirectional search that meets in the middle tends to expand fewer nodes and is preferred.",如果所有叶节点的f值都相同呢？
chap3_para257,4,"In the worst case of a poor heuristic, the search is no longer focused on the goal, and bidirectional search has the same asymptotic complexity as A*.",为了避免算法选择同一个节点进行删除和扩展操作，SMA*扩展最新的最优叶节点并删除最老的最差叶节点。
chap3_para257,5,Bidirectional search with the f2 evaluation function and an admissible heuristic h is complete and optimal.,当只有一个叶节点时，这两者是同一个节点，但在这种情况下，当前的搜索树一定是一条从根节点到叶节点的占满所有内存的单一路径。
chap3_para257,6,,如果叶节点不是目标节点，那么即使它在最优解路径上，也无法在可用内存范围内得到这个解。
chap3_para257,7,,因此，完全可以丢弃该节点，就好像它没有后继节点一样。
chap3_para258,1,3.,如果存在任意可达解，也就是说，如果最浅的目标节点的深度d小于内存大小（用节点数表示），那么SMA*就是完备的。
chap3_para258,2,6Heuristic Functions,如果存在可达的最优解，那么SMA*就是最优的；否则，就返回当前最优的可达解。
chap3_para258,3,,在实践中，SMA*是寻找最优解的一个相当稳健的选择，特别是当状态空间是一个图、行动代价不一致，并且生成节点的总开销相比维护边界集和已达集的总开销更大时。
chap3_para259,1,"In this section, we look at how the accuracy of a heuristic affects search performance, and also consider how heuristics can be invented. As our main example we’ll return to the 8-puzzle. As mentioned in Section 3.2, the object of the puzzle is to slide the tiles horizontally or vertically into the empty space until the configuration matches the goal configuration (Figure 3.25).",然而，在非常困难的问题上，常常会出现SMA*被迫在许多候选解路径之间来回不断切换的情况，只有一小部分路径可以存入内存。
chap3_para259,2,,［这类似于磁盘分页系统中的抖动（thrashing）问题。
chap3_para259,3,,］那么，重复生成相同节点就需要额外的时间，这意味着，在给定无限内存的情况下可以用A*实际求解的问题，对于SMA*将变得难以处理。
chap3_para259,4,,也就是说，从计算时间的角度，内存限制会使问题变得难以处理。
chap3_para259,5,,虽然还没有现有理论解释如何在时间和内存之间权衡，但这似乎是一个不可避免的问题。
chap3_para259,6,,唯一的出路是放弃最优性要求。
chap3_para26,1,"A sequence of actions forms a path, and a solution is a path from the initial state to a goal state.",● 转移模型（transition model）用于描述每个动作所起到的作用。
chap3_para26,2,"We assume that action costs are additive; that is, the total cost of a path is the sum of the individual action costs.","Result(s, a)将返回在状态s中执行动作a所产生的状态。"
chap3_para26,3,An optimal solution has the lowest path cost among all solutions.,例如：
chap3_para26,4,"In this chapter, we assume that all action costs will be positive, to avoid certain complications.",
chap3_para26,5,3,
chap3_para260,1,,3.5.6　双向启发式搜索
chap3_para261,1,Figure 3.,我们发现，在单向最佳优先搜索中，使用f(n) = g(n) + h(n)作为评价函数可以得到A*搜索，保证找到代价最优的解（假设h是可容许的），同时在所扩展的节点数上效率最优。
chap3_para261,2,25 A typical instance of the 8-puzzle.,
chap3_para261,3,The shortest solution is 26 actions long.,
chap3_para262,1,"There are 9!/2 = 181,400 reachable states in an 8-puzzle, so a search could easily keep them all in memory. But for the 15-puzzle, there are 16!/2 states—over 10 trillion—so to search that space we will need the help of a good admissible heuristic function. There is a long history of such heuristics for the 15-puzzle; here are two commonly used candidates:",在双向最佳优先搜索中，我们也可以尝试使用f(n) = g(n) + h(n)，但遗憾的是，即使使用可容许的启发式函数，算法也不能保证可以找到代价最优的解，更不能保证效率最优。
chap3_para262,2,,"可以证明的是，在双向搜索中一定会被扩展的并不是单个的节点，而是节点对（分别来自两个边界），因此任何效率证明都必须考虑节点对（Eckerle et al., 2017）。"
chap3_para263,1,"•h1 = the number of misplaced tiles (blank not included). For Figure 3.25, all eight tiles are out of position, so the start state has h1 = 8. h1 is an admissible heuristic because any tile that is out of place will require at least one move to get it to the right place.",我们先介绍一些新的符号。
chap3_para263,2,,对于正向搜索（以初始状态作为根节点）中的节点，我们用fF(n) = gF(n) + hF(n)作为评价函数；对于反向搜索（以某个目标状态作为根节点）中的节点，我们用fB(n) = gB(n) + hB(n)作为评价函数。
chap3_para263,3,,尽管正向搜索和反向搜索求解的是同一个问题，但它们具有不同的评价函数，这是因为，启发式函数依据其努力方向是目标状态还是初始状态而有所不同。
chap3_para263,4,,我们假设启发式函数是可容许的。
chap3_para264,1,"•h2 = the sum of the distances of the tiles from their goal positions. Because tiles cannot move along diagonals, the distance is the sum of the horizontal and vertical distances—sometimes called the city-block distance or Manhattan distance. h2 is also admissible because all any move can do is move one tile one step closer to the goal. Tiles 1 to 8 in the start state of Figure 3.25 give a Manhattan distance of",考虑从初始状态到节点m的正向路径和从目标到节点n的反向路径。
chap3_para264,2,,我们可以如下定义一个解代价的下界（这个解先沿着前向路径从初始状态到达m，然后以某种方式到达n，最后再沿着后向路径从n到达目标）。
chap3_para265,1,"As expected, neither of these overestimates the true solution cost, which is 26.",换句话说，这样一条路径的代价一定不小于两部分路径代价之和（因为它们之间的剩余连接一定具有非负代价），而且也一定不小于任一部分的f代价估计值（因为启发式的估计是乐观的）。
chap3_para265,2,,"因此，有如下的定理：对于任意一对节点m和n，若lb(m, n)小于最优代价C*，那么算法必须扩展m或n，因为经过这两个节点的路径是一个潜在的最优解。"
chap3_para265,3,,然而，一个难题是我们无法确定扩展这两者中的哪个节点才是最优的，因此，没有一个双向搜索算法可以保证效率最优——如果算法总是首先选择一对节点中错误的那个进行扩展，那么任何算法都可能需要扩展到最小节点数两倍的节点。
chap3_para265,4,,"一些双向启发式搜索算法显式地管理一个(m, n)节点对队列，但我们将坚持双向最佳优先搜索（图3-14），它有两个边界优先队列，并使用模拟lb准则的评价函数："
chap3_para266,1,3.,接下来要扩展的节点将是f2值最小的节点；它可以来自任何一个边界。
chap3_para266,2,6.,这个f2函数保证算法永远不会扩展（来自任一边界的）的节点。
chap3_para266,3,1The effect of heuristic accuracy on performance,当两个边界相交时，任一边界内的节点都不存在超过C*/2的路径代价，在这种意义上，我们可以说搜索的两部分“在中间相遇”。
chap3_para266,4,,图3-24为一个双向搜索的示例。
chap3_para267,1,One way to characterize the quality of a heuristic is the effective branching factor b*.,图3-24　双向搜索维护两个边界：左半部分，节点A和B是开始状态的后继；右半部分，节点F是目标状态的逆向后继。
chap3_para267,2,"If the total number of nodes generated by A* for a particular problem is N and the solution depth is d, then b* is the branching factor that a uniform tree of depth d would have to have in order to contain N + 1 nodes.","每个节点都标有f = g + h值和f2 = max(2g, g + h)值。"
chap3_para267,3,"Thus,",（g值是每个箭头上所显示的动作代价的总和；h值是任意的，而且不能从图中的任何内容推出。
chap3_para267,4,,）最优解“开始-A-F-目标”的代价C* = 4 + 2 + 4 = 10，这意味着一个在中间相遇的双向算法不应该扩展任何的节点；实际上，下一个要扩展的节点是A或F（g = 4），这将引导我们找到一个最优解。
chap3_para267,5,,如果我们首先扩展f代价最低的节点，那么下一个扩展的将是B和C，D和E将与A并列，但它们的，因此当f2是评价函数时它们永远不会被扩展
chap3_para268,1,"For example, if A* finds a solution at depth 5 using 52 nodes, then the effective branching factor is 1.92. The effective branching factor can vary across problem instances, but usually for a specific domain (such as 8-puzzles) it is fairly constant across all nontrivial problem instances. Therefore, experimental measurements of b* on a small set of problems can provide a good guide to the heuristic’s overall usefulness. A well-designed heuristic would have a value of b* close to 1, allowing fairly large problems to be solved at reasonable computational cost.",我们已经介绍了一种方法，即用hF估计到目标的距离（或者说，当问题有多个目标状态时，估计到最近目标的距离），用hB估计到开始状态的距离。
chap3_para268,2,,这就是所谓的front-to-end搜索。
chap3_para268,3,,另一种方法是front-to-front搜索，它试图估计到另一个边界的距离。
chap3_para268,4,,显然，如果边界内有数百万个节点，那么对每个节点应用启发式函数然后取最小值是非常低效的。
chap3_para268,5,,但它可以从边界中抽样几个节点。
chap3_para268,6,,在某些特定问题域中，可以对边界进行总结，例如，在网格搜索问题中，我们可以递增地计算边界的界限框，并使用到界限框的距离作为启发式函数。
chap3_para269,1,Korf and Reid (1998) argue that a better way to characterize the effect of A* pruning with a given heuristic h is that it reduces the effective depth by a constant kh compared to the true depth. This means that the total search cost is O(bd–kh) compared to O(bd) for an uninformed search. Their experiments on Rubik’s Cube and n-puzzle problems show that this formula gives accurate predictions for total search cost for sampled problem instances across a wide range of solution lengths—at least for solution lengths larger than kh.,双向搜索有时比单向搜索更有效，有时则不然。
chap3_para269,2,,一般来说，如果我们有一个很好的启发式函数，那么A*搜索会生成专注于目标的搜索等值线，使用双向搜索则增益不大。
chap3_para269,3,,使用一般的启发式函数时，在中间相遇的双向搜索往往会扩展较少的节点，因此双向搜索是首选方法。
chap3_para269,4,,在启发式函数较差的最坏情况下，搜索算法将不再专注于目标，并且双向搜索具有与A*相同的渐近复杂性。
chap3_para269,5,,使用f2评价函数和可容许的启发式函数h的双向搜索算法是完备且最优的。
chap3_para27,1,The state space can be represented as a graph in which the vertices are states and the directed edges between them are actions.,"● 动作代价函数（action cost function），在编程中记作Action-Cost(s, a, s' )，在数学运算中记作c(s, a, s' )。"
chap3_para27,2,The map of Romania shown in Figure 3.,它给出了在状态s中执行动作a从而转移到状态s'的数值代价。
chap3_para27,3,"1 is such a graph, where each road indicates two actions, one in each direction.",问题求解智能体应该使用反映其自身性能指标的代价函数；例如，对于寻径智能体，动作代价可能是以英里为单位的长度（如图3-1所示），也可能是完成动作所花费的时间。
chap3_para270,1,For Figure 3.,
chap3_para270,2,"26 we generated random 8-puzzle problems and solved them with an uninformed breadth-first search and with A* search using both h1 and h2, reporting the average number of nodes generated and the corresponding effective branching factor for each search strategy and for each solution length.",
chap3_para270,3,"The results suggest that h2 is better than h1, and both are better than no heuristic at all.",
chap3_para271,1,Description A square labeled Start state has three rows and three columns.,在本节中，我们将研究启发式函数的准确性是如何影响搜索性能的，并考虑如何构造启发式函数。
chap3_para271,2,"Row 1: Column 1, Asterisk.",我们将8数码问题作为主要示例。
chap3_para271,3,"Column 2, 2.",如3.2节所述，它的目标是将滑块水平或竖直地滑动到空格中，直到棋盘布局与目标布局一致（图3-25）。
chap3_para271,4,"Column 3, 4.",
chap3_para271,5,"Row 2: Column 1, Asterisk.",
chap3_para271,6,"Column 2, blank.",
chap3_para271,7,"Column 3, Asterisk.",
chap3_para271,8,"Row 3: Column 1, Asterisk.",
chap3_para271,9,"Column 2, 3.",
chap3_para271,10,"Column 3, 1.",
chap3_para271,11,Another square labeled Goal state has three rows and three columns.,
chap3_para271,12,"Row 1: Column 1, blank.",
chap3_para271,13,"Column 2, 1.",
chap3_para271,14,"Column 3, 2.",
chap3_para271,15,"Row 2: Column 1, 3.",
chap3_para271,16,"Column 2, 4.",
chap3_para271,17,"Column 3, Asterisk.",
chap3_para271,18,"Row 3: Column 1, Asterisk.",
chap3_para271,19,"Column 2, Asterisk.",
chap3_para271,20,"Column 3, Asterisk.",
chap3_para272,1,Figure 3.,图3-25　8数码问题的典型实例。
chap3_para272,2,"26 Comparison of the search costs and effective branching factors for 8-puzzle problems using breadth-first search, A* with h1 (misplaced tiles), and A* with h2 (Manhattan distance).",最短的解需要26步动作
chap3_para272,3,Data are averaged over 100 puzzles for each solution length d from 6 to 28.,
chap3_para273,1,"One might ask whether h2 is always better than h1. The answer is “Essentially, yes.” It is easy to see from the definitions of the two heuristics that for any node n, h2 (n) ≥ h1 (n). We thus say that h2 dominates h1. Domination translates directly into efficiency: A* using h2 will never expand more nodes than A* using h1 (except in the case of breaking ties unluckily). The argument is simple. Recall the observation on page 108 that every node with f(n) < C* will surely be expanded. This is the same as saying that every node with h(n) < C* – g(n) is surely expanded when h is consistent. But because h2 is at least as big as h1 for all nodes, every node that is surely expanded by A* search with h2 is also surely expanded with h1, and h1 might cause other nodes to be expanded as well. Hence, it is generally better to use a heuristic function with higher values, provided it is consistent and that the computation time for the heuristic is not too long.",在一个8数码问题中，存在9!/2 = 181 400个可达状态，所以搜索算法可以轻松地将它们全部保存在内存中。
chap3_para273,2,,但是对于15数码问题，存在16!/2个状态（超过10万亿个），因此，为了搜索这个空间，我们需要借助一个较好的可容许的启发式函数。
chap3_para273,3,,对于15数码问题，这样的启发式函数有着悠久的历史。
chap3_para273,4,,下面介绍两个常用的选择。
chap3_para274,1,3.,● h1 = 错位滑块的数量（不包括空格）。
chap3_para274,2,6.,图3-25中，所有的8个滑块都不在原位，所以开始状态的h1 = 8。
chap3_para274,3,2Generating heuristics from relaxed problems,h1是一个可容许的启发式函数，因为任何错位滑块都至少需要一次移动才能回到正确的位置。
chap3_para275,1,We have seen that both h1 (misplaced tiles) and h2 (Manhattan distance) are fairly good heuristics for the 8-puzzle and that h2 is better.,● h2 = 滑块到其目标位置距离的总和。
chap3_para275,2,How might one have come up with h2?,因为滑块不能沿对角线移动，所以距离是水平距离和垂直距离之和——有时称为城市街区距离或曼哈顿距离（Manhattan distance）。
chap3_para275,3,Is it possible for a computer to invent such a heuristic mechanically?,h2也是可容许的，因为任何移动操作所能做的就是将一个滑块向目标移近一步。
chap3_para275,4,,图3-25中开始状态的滑块1到滑块8得到的曼哈顿距离为
chap3_para276,1,"h1 and h2 are estimates of the remaining path length for the 8-puzzle, but they are also perfectly accurate path lengths for simplified versions of the puzzle.",正如我们希望的那样，这两种方法都没有高估实际的解代价26。
chap3_para276,2,"If the rules of the puzzle were changed so that a tile could move anywhere instead of just to the adjacent empty square, then h1 would give the exact length of the shortest solution.",
chap3_para276,3,"Similarly, if a tile could move one square in any direction, even onto an occupied square, then h2 would give the exact length of the shortest solution.",
chap3_para276,4,A problem with fewer restrictions on the actions is called a relaxed problem .,
chap3_para276,5,The state-space graph of the relaxed problem is a supergraph of the original state space because the removal of restrictions creates added edges in the graph.,
chap3_para277,1,"Because the relaxed problem adds edges to the state-space graph, any optimal solution in the original problem is, by definition, also a solution in the relaxed problem; but the relaxed problem may have better solutions if the added edges provide shortcuts.",3.6.1　启发式函数的准确性对性能的影响
chap3_para277,2,"Hence, the cost of an optimal solution to a relaxed problem is an admissible heuristic for the original problem.",
chap3_para277,3,"Furthermore, because the derived heuristic is an exact cost for the relaxed problem, it must obey the triangle inequality and is therefore consistent (see page 106).",
chap3_para278,1,"If a problem definition is written down in a formal language, it is possible to construct relaxed problems automatically.",一种描述启发式函数质量的方法是有效分支因子（effective branching factor）b*。
chap3_para278,2,"14 For example, if the 8-puzzle actions are described as",如果针对一个特定问题，A*搜索所生成的总节点数是n，而解的深度是d，那么b*就是深度为d的均衡树要包含n + 1个节点所必需的分支因子。
chap3_para278,3,,因此有
chap3_para279,1,A tile can move from square X to square Y if,例如，如果A*用52个节点在第5层上找到了一个解，那么有效分支因子是1.92。
chap3_para279,2,,在不同的问题实例中，有效分支因子可能会发生变化，但通常对于特定领域（如8数码问题），在所有复杂的问题实例中它都是相当恒定的。
chap3_para279,3,,因此，对一小部分问题的b*进行实验测量可以为启发式函数的总体有用性提供良好的指导。
chap3_para279,4,,设计良好的启发式函数的b*接近1，使得我们能以合理的计算代价求解相当大的问题。
chap3_para28,1,3.,一个动作序列形成一条路径（path），而解（solution）是一条从初始状态到某个目标状态的路径。
chap3_para28,2,1.,我们假设动作代价是可累加的；也就是说，一条路径的总代价是各个动作代价的总和。
chap3_para28,3,2Formulating problems,最优解（optimal solution）是所有解中路径代价最小的解。
chap3_para28,4,,在本章中，我们假设所有的动作代价都为正，以减少复杂性。
chap3_para28,5,,[3]
chap3_para280,1,"X is adjacent to Y and Y is blank,","科尔夫和里德（Korf and Reid, 1998）认为，对于一个使用给定启发式函数h的A*剪枝，刻画其效果的一个更好方式是：有效深度（effective depth）相比于真实深度的减少量kh（一个常数）。"
chap3_para280,2,,这意味着相较于无信息搜索的代价O(bd)，上述方法的总搜索代价为。
chap3_para280,3,,他们在魔方和n数码问题上的实验结果表明，这一公式可以准确地预测各种解长度范围内（至少对于大于kh的解长度）的抽样问题实例的总搜索代价。
chap3_para281,1,we can generate three relaxed problems by removing one or both of the conditions:,在图3-26中，我们生成了随机8数码问题，并使用无信息广度优先搜索和使用h1或h2的A*搜索求解该问题，报告了每种搜索策略和每种解长度所生成的平均节点数及相应的有效分支因子。
chap3_para281,2,,结果表明，h2优于h1，两者都优于无启发式算法。
chap3_para282,1,(a) A tile can move from square X to square Y if X is adjacent to Y.,图3-26　使用广度优先搜索、使用h1（错位滑块）的A*搜索或使用h2（曼哈顿距离）的A*搜索求解8数码问题的搜索代价和有效分支因子的比较。
chap3_para282,2,,每个解长度d（6～28）的数据为100多个实例的平均结果
chap3_para283,1,(b) A tile can move from square X to square Y if Y is blank.,有人可能会问，h2是否总是优于h1。
chap3_para283,2,,答案是“基本上，是的”。
chap3_para283,3,,从这两种启发式函数的定义可以看出，对于任意节点n，都有。
chap3_para283,4,,因此我们说h2占优于（dominate）h1。
chap3_para283,5,,优势可以直接转化为效率：使用h2的A*永远不会比使用h1的A*扩展更多的节点（除了的节点）。
chap3_para283,6,,证明很简单。
chap3_para283,7,,回想一下3.5.3节观察到的，每个的节点都一定会被扩展。
chap3_para283,8,,也就是说，当h一致时，每个的节点都一定会被扩展。
chap3_para283,9,,但是，因为对于所有节点，h2至少和h1一样大，每个在h2下一定会被扩展的节点在h1下也一定会被扩展，而h1还可能导致其他的节点也被扩展。
chap3_para283,10,,因此，通常情况下，只要启发式函数是一致的并且其计算时间不太长，使用具有较高值的启发式函数效果都会更好。
chap3_para284,1,(c) A tile can move from square X to square Y.,3.6.2　从松弛问题出发生成启发式函数
chap3_para285,1,"From (a), we can derive h2 (Manhattan distance).",我们已经看到，对于8数码问题，h1（错位滑块）和h2（曼哈顿距离）都是相当好的启发式函数，其中h2更好。
chap3_para285,2,The reasoning is that h2 would be the proper score if we moved each tile in turn to its destination.,人们是怎么想出h2这样的启发式函数的？
chap3_para285,3,The heuristic derived from (b) is discussed in Exercise 3.,计算机是否有可能自动地设计出这种启发式函数？
chap3_para285,4,GASC.,
chap3_para285,5,"From (c), we can derive h1 (misplaced tiles) because it would be the proper score if tiles could move to their intended destination in one action.",
chap3_para285,6,"Notice that it is crucial that the relaxed problems generated by this technique can be solved essentially without search, because the relaxed rules allow the problem to be decomposed into eight independent subproblems.",
chap3_para285,7,"If the relaxed problem is hard to solve, then the values of the corresponding heuristic will be expensive to obtain.",
chap3_para286,1,"A program called ABSOLVER can generate heuristics automatically from problem definitions, using the “relaxed problem” method and various other techniques (Prieditis, 1993). ABSOLVER generated a new heuristic for the 8-puzzle that was better than any preexisting heuristic and found the first useful heuristic for the famous Rubik’s Cube puzzle.",h1和h2是对8数码问题剩余路径长度的估计，但对简化版本的问题来说，它们也是非常精确的路径长度。
chap3_para286,2,,如果改变游戏规则，即滑块可以移动到任何地方，而不是只能移动到相邻的空格，那么h1将给出最短解的准确长度。
chap3_para286,3,,类似地，如果一个滑块可以向任意方向移动一个方格，甚至移动到一个被占用的方格上，那么h2将给出最短解的准确长度。
chap3_para286,4,,减少了对动作的限制条件的问题称为松弛问题（relaxed problem）。
chap3_para286,5,,松弛问题的状态空间图是原始状态空间的一个超图，因为删除限制条件会导致原图中边的增加。
chap3_para287,1,If a collection of admissible heuristics h1 .,因为松弛问题向状态空间图中添加了一些边，根据定义，原问题的任一最优解也是松弛问题的一个解；但是，如果增加的边提供了捷径，松弛问题可能有更好的解。
chap3_para287,2,.,因此，松弛问题中最优解的代价可以作为原问题的一个可容许的启发式函数。
chap3_para287,3,.,此外，因为得到的启发式函数是松弛问题的准确代价，所以它一定满足三角不等式，因此它是一致的（见3.5.2节）。
chap3_para287,4,"hm is available for a problem and none of them is clearly better than the others, which should we choose?",
chap3_para287,5,"As it turns out, we can have the best of all worlds, by defining",
chap3_para288,1,"h(n) = max{h1(n),.",如果用形式语言定义一个问题，则可以自动构造它的松弛问题。
chap3_para288,2,.,[14]例如，如果将8数码问题的行动描述为
chap3_para288,3,.,
chap3_para288,4,",hk(n)}.",
chap3_para289,1,This composite heuristic picks whichever function is most accurate on the node in question.,
chap3_para289,2,"Because the hi components are admissible, h is admissible (and if hi are all consistent, h is consistent).",
chap3_para289,3,"Furthermore, h dominates all of its component heuristics.",
chap3_para289,4,The only drawback is that h(n) takes longer to compute.,
chap3_para289,5,"If that is an issue, an alternative is to randomly select one of the heuristics at each evaluation, or use a machine learning algorithm to predict which heuristic will be best.",
chap3_para289,6,"Doing this can result in a heuristic that is inconsistent (even if every hi is consistent), but in practice it usually leads to faster problem solving.",
chap3_para29,1,"Our formulation of the problem of getting to Bucharest is a model—an abstract mathematical description—and not the real thing. Compare the simple atomic state description Arad to an actual cross-country trip, where the state of the world includes so many things: the traveling companions, the current radio program, the scenery out of the window, the proximity of law enforcement officers, the distance to the next rest stop, the condition of the road, the weather, the traffic, and so on. All these considerations are left out of our model because they are irrelevant to the problem of finding a route to Bucharest.",
chap3_para290,1,3.,[14]　在第8章和第11章中，我们将介绍适用于此任务的形式语言：有了可操纵的形式化描述，就可以自动化地构建松弛问题。
chap3_para290,2,6.,现在，我们先使用自然语言。
chap3_para290,3,3Generating heuristics from subproblems: Pattern databases,
chap3_para291,1,Admissible heuristics can also be derived from the solution cost of a subproblem of a given problem.,如果方格X与方格Y相邻，且Y是空格，那么滑块可以从方格X移动到方格Y。
chap3_para291,2,"For example, Figure 3.",
chap3_para291,3,27 shows a subproblem of the 8-puzzle instance in Figure 3.,
chap3_para291,4,25.,
chap3_para291,5,"The subproblem involves getting tiles 1, 2, 3, 4, and the blank into their correct positions.",
chap3_para291,6,"Clearly, the cost of the optimal solution of this subproblem is a lower bound on the cost of the complete problem.",
chap3_para291,7,It turns out to be more accurate than Manhattan distance in some cases.,
chap3_para292,1,"Description The map shows various highways, signs, and city and place names.",我们可以通过删除一个或两个条件来生成3种松弛问题。
chap3_para292,2,Two possible routes between Arad and Bucharest are shown.,
chap3_para292,3,"The first route passes through Sibiu, Rimnicu Vilcea, Pitesti, and reaches Bucharest.",
chap3_para292,4,"The distance and estimated time are displayed to be 578 kilometers and 7 hours 17 minutes, respectively.",
chap3_para292,5,"The second route passes through Lugoj, Drobeta, Pitesti, and reaches Bucharest.",
chap3_para292,6,The estimated time is displayed to be 7 hours and 35 minutes.,
chap3_para292,7,The first road is highlighted in blue as the selected route.,
chap3_para292,8,A window pane to the left of the map shows the exact directions to start from Arad and reach Bucharest.,
chap3_para293,1,Figure 3.,（a）如果方格X与方格Y相邻，那么滑块可以从方格X移动到方格Y。
chap3_para293,2,27 A subproblem of the 8-puzzle instance given in Figure 3.,
chap3_para293,3,25.,
chap3_para293,4,"The task is to get tiles 1, 2, 3, 4, and the blank into their correct positions, without worrying about what happens to the other tiles.",
chap3_para294,1,"The idea behind pattern databases is to store these exact solution costs for every possible subproblem instance—in our example, every possible configuration of the four tiles and the blank. (There will be 9 × 8 × 7 × 6 × 5 = 15,120 patterns in the database. The identities of the other four tiles are irrelevant for the purposes of solving the subproblem, but moves of those tiles do count toward the solution cost of the subproblem.) Then we compute an admissible heuristic hDB for each state encountered during a search simply by looking up the corresponding subproblem configuration in the database. The database itself is constructed by searching back from the goal and recording the cost of each new pattern encountered;15 the expense of this search is amortized over subsequent problem instances, and so makes sense if we expect to be asked to solve many problems.",（b）如果方格Y是空格，那么滑块可以从方格X移动到方格Y。
chap3_para295,1,"The choice of tiles 1-2-3-4 to go with the blank is fairly arbitrary; we could also construct databases for 5-6-7-8, for 2-4-6-8, and so on.",（c）滑块可以从方格X移动到方格Y。
chap3_para295,2,"Each database yields an admissible heuristic, and these heuristics can be combined, as explained earlier, by taking the maximum value.",
chap3_para295,3,A combined heuristic of this kind is much more accurate than the Manhattan distance; the number of nodes generated when solving random 15-puzzles can be reduced by a factor of 1000.,
chap3_para295,4,"However, with each additional database there are diminishing returns and increased memory and computation costs.",
chap3_para296,1,"One might wonder whether the heuristics obtained from the 1-2-3-4 database and the 5-6-7-8 could be added, since the two subproblems seem not to overlap. Would this still give an admissible heuristic? The answer is no, because the solutions of the 1-2-3-4 subproblem and the 5-6-7-8 subproblem for a given state will almost certainly share some moves—it is unlikely that 1-2-3-4 can be moved into place without touching 5-6-7-8, and vice versa. But what if we don’t count those moves—what if we don’t abstract the other tiles to stars, but rather make them disappear? That is, we record not the total cost of solving the 1-2-3-4 subproblem, but just the number of moves involving 1-2-3-4. Then the sum of the two costs is still a lower bound on the cost of solving the entire problem. This is the idea behind disjoint pattern databases. With such databases, it is possible to solve random 15-puzzles in a few milliseconds—the number of nodes generated is reduced by a factor of 10,000 compared with the use of Manhattan distance. For 24-puzzles, a speedup of roughly a factor of a million can be obtained. Disjoint pattern databases work for sliding-tile puzzles because the problem can be divided up in such a way that each move affects only one subproblem—because only one tile is moved at a time.",由（a）可以推导出h2（曼哈顿距离）。
chap3_para296,2,,原因是，如果我们将每个滑块依次移动到其目标位置，那么h2就是准确的步数。
chap3_para296,3,,由（b）推导出的启发式函数将在习题3.GASC中讨论。
chap3_para296,4,,由（c）我们可以推导出h1（错位滑块），因为如果可以仅用一步就将滑块移动到其预期目标位置，那么h1就是准确的步数。
chap3_para296,5,,需要注意的是，通过这种方法生成的松弛问题本质上不需要搜索就能求解，因为松弛规则将问题分解为8个独立的子问题。
chap3_para296,6,,如果松弛问题本身很难求解，那么获取相应的启发式函数值的代价将非常高。
chap3_para297,1,3.,"Absolver程序可以通过“松弛问题”方法及各种其他技术从问题定义中自动生成启发式函数（Prieditis, 1993）。"
chap3_para297,2,6.,Absolver为8数码问题生成了一种新的启发式函数，它优于任何已有的启发式函数。
chap3_para297,3,4Generating heuristics with landmarks,此外，Absolver为著名的魔方问题找到了第一种有效的启发式函数。
chap3_para298,1,There are online services that host maps with tens of millions of vertices and find cost-optimal driving directions in milliseconds (Figure 3.,"如果一个可容许的启发式函数集合h1, …, hm可以求解同一个问题，但没有一个函数明显优于其他函数，那么我们应该选择哪个函数？"
chap3_para298,2,28).,事实证明，我们可以通过如下定义，得到最优的启发式函数：
chap3_para298,3,"How can they do that, when the best search algorithms we have considered so far are about a million times slower?",
chap3_para298,4,"There are many tricks, but the most important one is precomputation of some optimal path costs.",
chap3_para298,5,"Although the precomputation can be time-consuming, it need only be done once, and then can be amortized over billions of user search requests.",
chap3_para299,1,,这种复合启发式函数将选择对于所讨论节点最准确的函数。
chap3_para299,2,,因为hi都是可容许的，所以h也是可容许的（如果hi都是一致的，则h也是一致的）。
chap3_para299,3,,此外，h优于所有组成它的启发式函数。
chap3_para299,4,,唯一的缺点是h(n)的计算时间更长。
chap3_para299,5,,如果考虑这一问题，另一种选择是在每次评价时随机选择一个启发式函数，或者使用机器学习算法来预测哪个启发式函数是最优的。
chap3_para299,6,,这样做可能会导致启发式函数失去一致性（即使每个hi都是一致的），但在实践中，它通常能更快地求解问题。
chap3_para3,1,"When the correct action to take is not immediately obvious, an agent may need to plan ahead: to consider a sequence of actions that form a path to a goal state.",如2.4.7节所述，问题求解智能体使用原子（atomic）表示，也就是说，世界状态被视为一个整体，其内部结构对问题求解算法来说是不可见的。
chap3_para3,2,"Such an agent is called a problem-solving agent, and the computational process it undertakes is called search.",使用状态的因子化（factored）表示或结构化（structured）表示的智能体称为规划智能体（planning agent），第7章和第11章中将会讨论。
chap3_para30,1,"The process of removing detail from a representation is called abstraction. A good problem formulation has the right level of detail. If the actions were at the level of “move the right foot forward a centimeter” or “turn the steering wheel one degree left,” the agent would probably never find its way out of the parking lot, let alone to Bucharest.",[3]　在任何存在负代价环的问题中，代价最优解为在这个环中循环无限次。
chap3_para30,2,,不存在负代价环时，Bellman-Ford算法和Floyd-Warshall算法（本章暂未涉及）可以处理负代价动作。
chap3_para30,3,,只要连续的零代价动作的数量是有限的，处理零代价动作就很容易。
chap3_para30,4,,例如，假设有一个机器人，其移动的代价为正，但旋转90°的代价为0；只要连续旋转90°动作的数量不超过3个，本章的算法就可以处理这个问题。
chap3_para30,5,,存在无限多个任意小的动作代价的问题也很复杂。
