单元ID,章节号,原文,上下文关联,领域,语体要求,关键术语,命名实体,Agent译文,人工修正
chap4_para271,4,"(1993) suggest restarting after a fixed number of steps and show that this can be
much
more efficient than letting each search continue indefinitely.",前：chap4_para270 | 后：chap4_para272,AI_Popular,Formal_Academic,"suggest,restarting,fixed",无,,
chap4_para272,4,"2
Knowledge of vectors, matrices, and derivatives is useful for this section (see
Appendix A
).",前：chap4_para271 | 后：chap4_para273,AI_Popular,Semi_Formal_Academic,"knowledge,vector,matrix",无,,
chap4_para273,4,"3
In general, the Newton–Raphson update can be seen as fitting a quadratic surface to
f
at
x
and then moving directly to the minimum of that surface—which is also the minimum of
f
if
f
is quadratic.",前：chap4_para272 | 后：chap4_para274,AI_Popular,Formal_Academic,"quadratic,minimum,general",Newton,,
chap4_para274,4,"4
A set of points
S
is convex if the line joining any two points in
S
is also contained in
S
. A
convex function
is one for which the space “above” it forms a convex set; by definition, convex functions have no local (as opposed to global) minima.",前：chap4_para273 | 后：chap4_para275,AI_Popular,Formal_Academic,"convex,set,point",无,,
chap4_para275,4,"5
We assume that most readers face similar problems and can sympathize with our agent. We apologize to owners of modern, efficient cleaning appliances who cannot take advantage of this pedagogical device.",前：chap4_para274 | 后：chap4_para276,AI_Popular,Semi_Formal_Academic,"assume,reader,face",无,,
chap4_para276,4,"6
In a fully observable environment, each belief state contains one physical state. Thus, we can view the algorithms in
Chapter 3
as searching in a belief-state space of singleton belief states.",前：chap4_para275 | 后：chap4_para277,AI_Popular,Semi_Formal_Academic,"state,belief,observable",singleton,,
chap4_para277,4,"7
The usual apologies to those who are unfamiliar with the effect of small children on the environment.",前：chap4_para276 | 后：None,AI_Popular,Semi_Formal_Academic,"usual,apology,unfamiliar",无,,
chap4_para278,4,"8
The term “online” here refers to algorithms that must process input as it is received rather than waiting for the entire input data set to become available. This usage of “online” is unrelated to the concept of “having an Internet connection.”
9
Random walks are complete on infinite one-dimensional and two-dimensional grids. On a three-dimensional grid, the probability that the walk ever returns to the starting point is only about 0.3405 (Hughes, 1995).",前：chap4_para277 | 后：None,AI_Popular,Formal_Academic,"online,input,walk",Hughes,,
chap5_para1,5,"5
CONSTRAINT SATISFACTION PROBLEMS
In which we see how treating states as more than just little black boxes leads to new search methods and a deeper understanding of problem structure.",前：None | 后：chap5_para2,AI_Popular,Formal_Academic,"problem,constraint,satisfaction",无,,
chap5_para2,5,"Chapters 3
and
4
explored the idea that problems can be solved by searching the state space: a graph where the nodes are states and the edges between them are actions. We saw that domain-specific heuristics could estimate the cost of reaching the goal from a given state, but that from the point of view of the search algorithm, each state is atomic, or indivisible—a black box with no internal structure. For each problem we need domain-specific code to describe the transitions between states.",前：chap5_para1 | 后：chap5_para3,AI_Popular,Formal_Academic,"state,problem,domain-specific",无,,
chap5_para3,5,"In this chapter we break open the black box by using a
factored representation
for each state: a set of
variables
, each of which has a
value
. A problem is solved when each variable has a value that satisfies all the constraints on the variable. A problem described this way is called a
constraint satisfaction problem
, or
CSP
.",前：chap5_para2 | 后：chap5_para4,AI_Popular,Semi_Formal_Academic,"variable,problem,value",CSP,,
chap5_para4,5,"CSP search algorithms take advantage of the structure of states and use
general
rather than domain-specific heuristics to enable the solution of complex problems. The main idea is to eliminate large portions of the search space all at once by identifying variable/value combinations that violate the constraints. CSPs have the additional advantage that the actions and transition model can be deduced from the problem description.",前：chap5_para3 | 后：chap5_para5,AI_Popular,Semi_Formal_Academic,"search,advantage,problem",CSP,,
chap5_para5,5,"5.1Defining Constraint Satisfaction Problems
5.1
Defining Constraint Satisfaction Problems
A constraint satisfaction problem consists of three components,
X
,
D
, and
C
:
X
is a set of variables, (
X
1
,
...,
X
n
}.",前：chap5_para4 | 后：chap5_para6,AI_Popular,Formal_Academic,"constraint,satisfaction,problem",无,,
chap5_para6,5,"D
is a set of domains, {
D
1
,...,
D
n
}, one for each variable.",前：chap5_para5 | 后：chap5_para7,AI_Popular,Semi_Formal_Academic,"set,domain,variable",无,,
chap5_para7,5,"C
is a set of constraints that specify allowable combinations of values.",前：chap5_para6 | 后：chap5_para8,AI_Popular,Semi_Formal_Academic,"set,constraint,specify",无,,
chap5_para8,5,"A domain,
D
i
, consists of a set of allowable values, {
v
1
,...,
v
k
}, for variable
X
i
. For example, a Boolean variable would have the domain {
true, false
}. Different variables can have different domains of different sizes. Each constraint
C
j
consists of a pair 〈
scope, rel
〉, where
scope
is a tuple of variables that participate in the constraint and
rel
is a
relation
that defines the values that those variables can take on. A relation can be represented as an explicit set of all tuples of values that satisfy the constraint, or as a function that can compute whether a tuple is a member of the relation. For example, if
X
1
and
X
2
both have the domain {1,2,3}, then the constraint saying that
X
1
must be greater than
X
2
can be written as 〈(
X
1
,
X
2
), {(3,1), (3,2), (2,1)}〉 or as 〈(
X
1
,
X
2
),
X
1
>
X
2
〉.",前：chap5_para7 | 后：chap5_para9,AI_Popular,Formal_Academic,"variable,domain,constraint","rel
〉",,
chap5_para9,5,"CSPs deal with
assignments
of values to variables, {
X
i
=
v
i
,
X
j
=
v
j
,...}. An assignment that does not violate any constraints is called a
consistent
or legal assignment. A
complete assignment
is one in which every variable is assigned a value, and a
solution
to a CSP is a consistent, complete assignment. A
partial assignment
is one that leaves some variables unassigned, and a
partial solution
is a partial assignment that is consistent. Solving a CSP is an NP-complete problem in general, although there are important subclasses of CSPs that can be solved very efficiently.",前：chap5_para8 | 后：chap5_para10,AI_Popular,Semi_Formal_Academic,"assignment,variable,consistent","CSP,CSP,NP",,
chap5_para10,5,"5.1.1
Example problem: Map coloring
Suppose that, having tired of Romania, we are looking at a map of Australia showing each of its states and territories (
Figure 5.1(a)
). We are given the task of coloring each region either red, green, or blue in such a way that no two neighboring regions have the same color. To formulate this as a CSP, we define the variables to be the regions:
Description
The game tree has five rows of boxes. Each box has nine squares arranged in three rows and three columns.",前：chap5_para9 | 后：chap5_para11,AI_Popular,Formal_Academic,"region,map,coloring","Suppose,Romania,Australia,CSP",,
chap5_para11,5,The first row is labeled MAX (x) and has one square box with nine empty squares.,前：chap5_para10 | 后：chap5_para12,AI_Popular,Formal_Academic,"square,row,labeled",MAX,,
chap5_para12,5,The second row is labeled MIN (o) and has nine boxes. The boxes in the second row show the nine possible squares the x can be placed.,前：chap5_para11 | 后：chap5_para13,AI_Popular,Semi_Formal_Academic,"second,row,box",MIN,,
chap5_para13,5,"The third row is labeled MAX (x) and shows the possibilities of placing an o after placing the x in the top left square of the first box in the second row. The first box in the third row has the x in the first column of the first row and an o in the second column. The other boxes in the third row show the other possible squares the o can be placed, given that an x is already placed in the top left square in each box.",前：chap5_para12 | 后：chap5_para14,AI_Popular,Formal_Academic,"row,box,third",MAX,,
chap5_para14,5,"The fourth row is labeled MIN (o) and shows the possibilities of placing an x after placing an x and o in the top left and top mid squares. The first box in the fourth row has an x and an o in the first and second columns of the first row. The other boxes in the fourth row show the other possible squares the x can be placed, given that an x and an o are already placed in the top left and top mid squares in each box.",前：chap5_para13 | 后：chap5_para15,AI_Popular,Formal_Academic,"row,top,fourth",MIN,,
chap5_para15,5,"The rows continue this way and the last row is labeled TERMINAL. The last row shows three boxes representing three possible ends. The first box has a utility value of negative 1. The first box is filled column-wise as follows. Column 1: x, blank, blank. Column 2: o, o, o. Column 3: x, x, blank. The second box has a utility value of 0. The second box is filled row-wise as follows. Row 1: x, o, x. Row 2: o, o, x. Row 3: x, x, o. The third box has a utility value of positive 1. The third box is filled row-wise as follows. Row 1: x, o, x. Row 2: blank, x, blank. Row 3: x, o, o.",前：chap5_para14 | 后：chap5_para16,AI_Popular,Semi_Formal_Academic,"row,box,blank","TERMINAL,x. Row 2: o, o,x. Row,x. Row 2:",,
chap5_para16,5,"×
Figure 5.1
(a) The principal states and territories of Australia. Coloring this map can be viewed as a constraint satisfaction problem (CSP). The goal is to assign colors to each region so that no neighboring regions have the same color. (b) The map-coloring problem represented as a constraint graph.",前：chap5_para15 | 后：chap5_para17,AI_Popular,Semi_Formal_Academic,"constraint,problem,color","Australia,CSP",,
chap5_para17,5,"χ
= {
W
A
,
N
T
,
Q
,
N
S
W
,
V
,
S
A
,
T
}
.",前：chap5_para16 | 后：chap5_para18,AI_Popular,Semi_Formal_Academic,"reinforcement learning,attention mechanism,backpropagation",无,,
chap5_para18,5,"The domain of every variable is the set
D
i
= {
red, green, blue
}. The constraints require neighboring regions to have distinct colors. Since there are nine places where regions border, there are nine constraints:
C
=
{
S
A
≠
W
A
,
S
A
≠
N
T
,
S
A
≠
Q
,
S
A
≠
N
S
W
,
S
A
≠
V
,
W
A
≠
N
T
,
N
T
≠
Q
,
Q
≠
N
S
W
,
N
S
W
≠
V
}
.",前：chap5_para17 | 后：chap5_para19,AI_Popular,Formal_Academic,"constraint,region,domain",无,,
chap5_para19,5,"Here we are using abbreviations;
SA ≠ WA
is a shortcut for 〈(
SA, WA
),
SA
≠
WA
〉, where
SA ≠ WA
can be fully enumerated in turn as
{
(
r
e
d
,
g
r
e
e
n
), (
r
e
d
,
b
l
u
e
), (
g
r
e
e
n
,
r
e
d
), (
g
r
e
e
n
,
b
l
u
e
), (
b
l
u
e
,
r
e
d
), (
b
l
u
e
,
g
r
e
e
n
)}
.",前：chap5_para18 | 后：chap5_para20,AI_Popular,Formal_Academic,"using,abbreviation,shortcut","SA,SA,SA",,
chap5_para20,5,"There are many possible solutions to this problem, such as
{
W
A
=
r
e
d
,
N
T
=
g
r
e
e
n
,
Q
=
r
e
d
,
N
S
W
=
g
r
e
e
n
,
V
=
r
e
d
,
S
A
=
b
l
u
e
,
T
=
r
e
d
}
.",前：chap5_para19 | 后：chap5_para21,AI_Popular,Formal_Academic,"many,possible,solution",无,,
chap5_para21,5,"It can be helpful to visualize a CSP as a
constraint graph
, as shown in
Figure 5.1(b)
. The nodes of the graph correspond to variables of the problem, and an edge connects any two variables that participate in a constraint.",前：chap5_para20 | 后：chap5_para22,AI_Popular,Semi_Formal_Academic,"constraint,graph,variable",CSP,,
chap5_para22,5,"Why formulate a problem as a CSP? One reason is that the CSPs yield a natural representation for a wide variety of problems; it is often easy to formulate a problem as a CSP. Another is that years of development work have gone into making CSP solvers fast and efficient. A third is that a CSP solver can quickly prune large swathes of the search space that an atomic state-space searcher cannot. For example, once we have chosen {
SA
=
blue
} in the Australia problem, we can conclude that none of the five neighboring variables can take on the value
blue
. A search procedure that does not use constraints would have to consider 3
5
= 243 assignments for the five neighboring variables; with constraints we have only 2
5
= 32 assignments to consider, a reduction of 87%.",前：chap5_para21 | 后：chap5_para23,AI_Popular,Formal_Academic,"problem,csp,formulate","CSP,CSP,CSP,CSP,Australia",,
chap5_para23,5,"In atomic state-space search we can only ask: is this specific state a goal? No? What about this one? With CSPs, once we find out that a partial assignment violates a constraint, we can immediately discard further refinements of the partial assignment. Furthermore, we can see
why
the assignment is not a solution—we see which variables violate a constraint—so we can focus attention on the variables that matter. As a result, many problems that are intractable for atomic state-space search can be solved quickly when formulated as a CSP.",前：chap5_para22 | 后：chap5_para24,AI_Popular,Semi_Formal_Academic,"assignment,atomic,state-space",CSP,,
chap5_para24,5,"5.1.2
Example problem: Job-shop scheduling
Factories have the problem of scheduling a day’s worth of jobs, subject to various constraints. In practice, many of these problems are solved with CSP techniques. Consider the problem of scheduling the assembly of a car. The whole job is composed of tasks, and we can model each task as a variable, where the value of each variable is the time that the task starts, expressed as an integer number of minutes. Constraints can assert that one task must occur before another—for example, a wheel must be installed before the hubcap is put on—and that only so many tasks can go on at once. Constraints can also specify that a task takes a certain amount of time to complete.",前：chap5_para23 | 后：chap5_para25,AI_Popular,Semi_Formal_Academic,"task,problem,scheduling",CSP,,
chap5_para25,5,"We consider a small part of the car assembly, consisting of 15 tasks: install axles (front and back), affix all four wheels (right and left, front and back), tighten nuts for each wheel, affix hubcaps, and inspect the final assembly. We can represent the tasks with 15 variables:
χ
=
{
A
x
l
e
F
,
A
x
l
e
B
,
W
h
e
e
l
R
F
,
W
h
e
e
l
L
F
,
W
h
e
e
l
R
B
,
W
h
e
e
l
L
B
,
N
u
t
s
R
F
,
N
u
t
s
L
F
,
N
u
t
s
R
B
,
N
u
t
s
L
B
,
C
a
p
R
F
,
C
a
p
L
F
,
C
a
p
R
B
,
C
a
p
L
B
,
I
n
s
p
e
c
t
}
.",前：chap5_para24 | 后：chap5_para26,AI_Popular,Formal_Academic,"assembly,task,front",F,,
chap5_para26,5,"Next, we represent
precedence constraints
between individual tasks. Whenever a task
T
1
must occur before task
T
2
, and task
T
1
takes duration
d
1
to complete, we add an arithmetic constraint of the form
T
1
+
d
1
≤
T
2
:
In our example, the axles have to be in place before the wheels are put on, and it takes 10 minutes to install an axle, so we write
A
x
l
e
F
+ 10
≤
W
h
e
e
l
R
F
;
A
x
l
e
F
+ 10
≤
W
h
e
e
l
L
F
;
A
x
l
e
B
+ 10
≤
W
h
e
e
l
R
B
;
A
x
l
e
B
+ 10
≤
W
h
e
e
l
L
B
.",前：chap5_para25 | 后：chap5_para27,AI_Popular,Formal_Academic,"task,constraint,take","F
+,F
+",,
chap5_para27,5,"Next we say that for each wheel, we must affix the wheel (which takes 1 minute), then tighten the nuts (2 minutes), and finally attach the hubcap (1 minute, but not represented yet):
W
h
e
e
l
R
F
+
1
≤
N
u
t
s
R
F
;
N
u
t
s
R
F
+
2
≤
C
a
p
R
F
;
W
h
e
e
l
L
F
+
1
≤
N
u
t
s
L
F
;
N
u
t
s
L
F
+
2
≤
C
a
p
L
F
;
W
h
e
e
l
R
B
+
1
≤
N
u
t
s
R
B
;
N
u
t
s
R
B
+
2
≤
C
a
p
R
B
;
W
h
e
e
l
L
B
+
1
≤
N
u
t
s
L
B
;
N
u
t
s
L
B
+
2
≤
C
a
p
L
B
.",前：chap5_para26 | 后：chap5_para28,AI_Popular,Formal_Academic,"minute,wheel,next","F
+
1
≤
N,F
+
2
≤",,
chap5_para28,5,"Suppose we have four workers to install wheels, but they have to share one tool that helps put the axle in place. We need a
disjunctive constraint
to say that
Axle
F
and
Axle
B
must not overlap in time; either one comes first or the other does:
(
A
x
l
e
F
+ 10
≤
A
x
l
e
B
)
o
r
(
A
x
l
e
B
+ 10
≤
A
x
l
e
F
)
.",前：chap5_para27 | 后：chap5_para29,AI_Popular,Formal_Academic,"axle,suppose,worker","F
+,F",,
chap5_para29,5,"This looks like a more complicated constraint, combining arithmetic and logic. But it still reduces to a set of pairs of values that
Axle
F
and
Axle
B
can take on.",前：chap5_para28 | 后：chap5_para30,AI_Popular,Semi_Formal_Academic,"axle,look,complicated",无,,
chap5_para30,5,"We also need to assert that the inspection comes last and takes 3 minutes. For every variable except
Inspect
we add a constraint of the form
X
+
d
X
≤
Inspect
. Finally, suppose there is a requirement to get the whole assembly done in 30 minutes. We can achieve that by limiting the domain of all variables:
D
i
= {0,1,2,3,
…
,30}
.",前：chap5_para29 | 后：chap5_para31,AI_Popular,Semi_Formal_Academic,"minute,variable,inspect",无,,
chap5_para31,5,"This particular problem is trivial to solve, but CSPs have been successfully applied to jobshop scheduling problems like this with thousands of variables.",前：chap5_para30 | 后：chap5_para32,AI_Popular,Formal_Academic,"problem,particular,trivial",无,,
chap5_para32,5,"5.1.3
Variations on the CSP formalism
The simplest kind of CSP involves variables that have
discrete
,
finite domains
. Map-coloring problems and scheduling with time limits are both of this kind. The 8-queens problem (
Figure 4.3
) can also be viewed as a finite-domain CSP, where the variables
Q
1
,...,
Q
8
correspond to the queens in columns 1 to 8, and the domain of each variable specifies the possible row numbers for the queen in that column,
D
i
= {1,2,3,4,5,6,7,8}. The constraints say that no two queens can be in the same row or diagonal.",前：chap5_para31 | 后：chap5_para33,AI_Popular,Formal_Academic,"csp,variable,queen","CSP,CSP,CSP",,
chap5_para33,5,"A discrete domain can be
infinite
, such as the set of integers or strings. (If we didn’t put a deadline on the job-scheduling problem, there would be an infinite number of start times for each variable.) With infinite domains, we must use implicit constraints like
T
1
+
d
1
≤
T
2
rather than explicit tuples of values. Special solution algorithms (which we do not discuss here) exist for
linear constraints
on integer variables—that is, constraints, such as the one just given, in which each variable appears only in linear form. It can be shown that no algorithm exists for solving general
nonlinear constraints
on integer variables—the problem is undecidable.",前：chap5_para32 | 后：chap5_para34,AI_Popular,Formal_Academic,"constraint,infinite,integer",无,,
chap5_para34,5,"Constraint satisfaction problems with
continuous domains
are common in the real world and are widely studied in the field of operations research. For example, the scheduling of experiments on the Hubble Space Telescope requires very precise timing of observations; the start and finish of each observation and maneuver are continuous-valued variables that must obey a variety of astronomical, precedence, and power constraints. The best-known category of continuous-domain CSPs is that of
linear programming
problems, where constraints must be linear equalities or inequalities. Linear programming problems can be solved in time polynomial in the number of variables. Problems with different types of constraints and objective functions have also been studied—quadratic programming, second-order conic programming, and so on. These problems constitute an important area of applied mathematics.",前：chap5_para33 | 后：chap5_para35,AI_Popular,Semi_Formal_Academic,"problem,constraint,programming",Linear,,
chap5_para35,5,"In addition to examining the types of variables that can appear in CSPs, it is useful to look at the types of constraints. The simplest type is the
unary constraint
, which restricts the value of a single variable. For example, in the map-coloring problem it could be the case that South Australians won’t tolerate the color green; we can express that with the unary constraint 〈(
SA
),
SA
≠
green
〉. (The initial specification of the domain of a variable can also be seen as a unary constraint.)
A
binary constraint
relates two variables. For example,
SA ≠ NSW
is a binary constraint. A
binary CSP
is one with only unary and binary constraints; it can be represented as a constraint graph, as in
Figure 5.1(b)
.",前：chap5_para34 | 后：chap5_para36,AI_Popular,Semi_Formal_Academic,"constraint,variable,unary","SA,SA,CSP",,
chap5_para36,5,"We can also define higher-order constraints. The ternary constraint
Between
(
X, Y, Z
), for example, can be defined as 〈(
X, Y, Z
),
X
<
Y
<
Z
or
X
>
Y
>
Z
〉.",前：chap5_para35 | 后：chap5_para37,AI_Popular,Semi_Formal_Academic,"constraint,define,higher-order",无,,
chap5_para37,5,"A constraint involving an arbitrary number of variables is called a
global constraint
. (The name is traditional but confusing because a global constraint need not involve
all
the variables in a problem). One of the most common global constraints is
Alldiff
, which says that all of the variables involved in the constraint must have different values. In Sudoku problems (see
Section 5.2.6
), all variables in a row, column, or 3 × 3 box must satisfy an
Alldiff
constraint.",前：chap5_para36 | 后：chap5_para38,AI_Popular,Semi_Formal_Academic,"constraint,variable,global",无,,
chap5_para38,5,"Another example is provided by
cryptarithmetic
puzzles (
Figure 5.2(a)
). Each letter in a cryptarithmetic puzzle represents a different digit. For the case in
Figure 5.2(a)
, this would be represented as the global constraint
Alldiff
(
F, T, U, W, R, O
). The addition constraints on the four columns of the puzzle can be written as the following n-ary constraints:
Description
Up and down triangles represent MAX and MIN nodes, respectively. The first level of the game tree is labeled MAX and the MAX node is labeled ""A"". Node ""A"" is marked 3 and has three child nodes. The second level is labeled MIN and the three child nodes are MIN nodes that are labeled B, C, and D. An arrow labeled “a” subscript 1 from node “a” points to node B. Paths labeled “a” subscript 2 and “a” subscript 3 from node “a” connect to nodes C and D, respectively. The three nodes each have three child nodes that are MAX nodes. Node B is marked 3, C is marked 2, and D is marked 2. The three child nodes of B are marked 3, 12, and 8. Paths labeled b subscript 1, b subscript 2, and b subscript 3 connect node B to nodes 3, 12, and 8, respectively. The three child nodes of C are marked 2, 4, and 6. Paths labeled c subscript 1, c subscript 2, and c subscript 3 connect node C to nodes 2, 4, and 6, respectively. The three child nodes of D are marked 14, 5, and 2. Paths labeled d subscript 1, d subscript 2, and d subscript 3 connect node D to nodes 14, 5, and 2, respectively.",前：chap5_para37 | 后：chap5_para39,AI_Popular,Semi_Formal_Academic,"node,subscript,labeled","F,U, W,MAX,MIN,MAX,MAX,Node,MIN,MIN,node,MAX,Node B",,
chap5_para39,5,"×
Figure 5.2
(a) A cryptarithmetic problem. Each letter stands for a distinct digit; the aim is to find a substitution of digits for letters such that the resulting sum is arithmetically correct, with the added restriction that no leading zeroes are allowed. (b) The constraint hypergraph for the cryptarithmetic problem, showing the
Alldiff
constraint (square box at the top) as well as the column addition constraints (four square boxes in the middle). The variables
C
1
,
C
2
, and
C
3
represent the carry digits for the three columns from right to left.",前：chap5_para38 | 后：chap5_para40,AI_Popular,Formal_Academic,"digit,constraint,cryptarithmetic",无,,
chap5_para40,5,"O
+
O
=
R
+
10
⋅
C
1
C
1
+
W
+
W
=
U
+10
⋅
C
2
C
2
+
T
+
T
=
O
+
10
⋅
C
3
C
3
=
F
,
where
C
1
,
C
2
, and
C
3
are auxiliary variables representing the digit carried over into the tens, hundreds, or thousands column. These constraints can be represented in a
constraint hypergraph
, such as the one shown in
Figure 5.2(b)
. A hypergraph consists of ordinary nodes (the circles in the figure) and hypernodes (the squares), which represent
n
-ary constraints—constraints involving
n
variables.",前：chap5_para39 | 后：chap5_para41,AI_Popular,Formal_Academic,"variable,constraint,hypergraph",F,,
chap5_para41,5,"Alternatively, as Exercise
5.",前：chap5_para40 | 后：chap5_para42,AI_Popular,Semi_Formal_Academic,"exercise,reinforcement learning,attention mechanism",无,,
chap5_para42,5,"NARY
asks you to prove, every finite-domain constraint can be reduced to a set of binary constraints if enough auxiliary variables are introduced. This means that we could transform any CSP into one with only binary constraints—which certainly makes the life of the algorithm designer simpler. Another way to convert an
n
-ary CSP to a binary one is the
dual graph
transformation: create a new graph in which there will be one variable for each constraint in the original graph, and one binary constraint for each pair of constraints in the original graph that share variables.",前：chap5_para41 | 后：chap5_para43,AI_Popular,Formal_Academic,"constraint,binary,graph","NARY,CSP,CSP",,
chap5_para43,5,"For example, consider a CSP with the variables
χ
= {
X, Y, Z
}, each with the domain {1,2,3,4,5}, and with the two constraints
C
1
: 〈(
X ,Y, Z
),
X
+
Y
=
Z
〉 and
C
2
: 〈(
X, Y
),
X
+1 =
Y
〉. Then the dual graph would have the variables
χ
= {
C
1
,
C
2
}, where the domain of the
C
1
variable in the dual graph is the set of {(
x
i
,
y
j
,
z
k
)} tuples from the
C
1
constraint in the original problem, and similarly the domain of
C
2
is the set of {(
x
i
,
y
j
)} tuples. The dual graph has the binary constraint 〈(
C
1
,
C
2
),
R
1
〉, where
R
1
is a new relation that defines the constraint between
C
1
and
C
2
; in this case it would be
R
1
= {((1,2,3), (1,2)), ((2,3,5), (2,3))}.",前：chap5_para42 | 后：chap5_para44,AI_Popular,Formal_Academic,"constraint,variable,domain",CSP,,
chap5_para44,5,"There are however two reasons why we might prefer a global constraint such as
Alldiff
rather than a set of binary constraints. First, it is easier and less error-prone to write the problem description using
Alldiff
. Second, it is possible to design special-purpose inference algorithms for global constraints that are more efficient than operating with primitive constraints. We describe these inference algorithms in
Section 5.2.5
.",前：chap5_para43 | 后：chap5_para45,AI_Popular,Semi_Formal_Academic,"constraint,global,alldiff",无,,
chap5_para45,5,"The constraints we have described so far have all been absolute constraints, violation of which rules out a potential solution. Many real-world CSPs include
preference constraints
indicating which solutions are preferred. For example, in a university class-scheduling problem there are absolute constraints that no professor can teach two classes at the same time. But we also may allow preference constraints: Prof. R might prefer teaching in the morning, whereas Prof. N prefers teaching in the afternoon. A schedule that has Prof. R teaching at 2 p.m. would still be an allowable solution (unless Prof. R happens to be the department chair) but would not be an optimal one.",前：chap5_para44 | 后：chap5_para46,AI_Popular,Semi_Formal_Academic,"constraint,prof.,solution",无,,
chap5_para46,5,"Preference constraints can often be encoded as costs on individual variable assignments—for example, assigning an afternoon slot for Prof. R costs 2 points against the overall objective function, whereas a morning slot costs 1. With this formulation, CSPs with preferences can be solved with optimization search methods, either path-based or local. We call such a problem a
constrained optimization problem
, or COP. Linear programs are one class of COPs.",前：chap5_para45 | 后：chap5_para47,AI_Popular,Semi_Formal_Academic,"cost,preference,slot","COP,Linear",,
chap5_para47,5,"5.2Constraint Propagation: Inference in CSPs
5.2
Constraint Propagation: Inference in CSPs
An atomic state-space search algorithm makes progress in only one way: by expanding a node to visit the successors. A CSP algorithm has choices. It can generate successors by choosing a new variable assignment, or it can do a specific type of inference called
constraint propagation
: using the constraints to reduce the number of legal values for a variable, which
in turn can reduce the legal values for another variable, and so on. The idea is that this will leave fewer choices to consider when we make the next choice of a variable assignment. Constraint propagation may be intertwined with search, or it may be done as a preprocessing step, before search starts. Sometimes this preprocessing can solve the whole problem, so no search is required at all.",前：chap5_para46 | 后：chap5_para48,AI_Popular,Formal_Academic,"propagation,constraint,search","5.2Constraint Propagation: Inference,Constraint Propagation: Inference,node,CSP",,
chap5_para48,5,"The key idea is
local consistency
. If we treat each variable as a node in a graph (see
Figure 5.1(b)
) and each binary constraint as an edge, then the process of enforcing local consistency in each part of the graph causes inconsistent values to be eliminated throughout the graph. There are different types of local consistency, which we now cover in turn.",前：chap5_para47 | 后：chap5_para49,AI_Popular,Semi_Formal_Academic,"local,consistency,graph",无,,
chap5_para49,5,"5.2.1
Node consistency
A single variable (corresponding to a node in the CSP graph) is
node-consistent
if all the values in the variable’s domain satisfy the variable’s unary constraints. For example, in the variant of the Australia map-coloring problem (
Figure 5.1
) where South Australians dislike green, the variable
SA
starts with domain {
red,green,blue
}
,
and we can make it node consistent by eliminating
green,
leaving
SA
with the reduced domain {
red, blue
}. We say that a graph is node-consistent if every variable in the graph is node-consistent.",前：chap5_para48 | 后：chap5_para50,AI_Popular,Formal_Academic,"variable,node,graph","Node,CSP,Australia,SA",,
chap5_para50,5,"It is easy to eliminate all the unary constraints in a CSP by reducing the domain of variables with unary constraints at the start of the solving process. As mentioned earlier, it is also possible to transform all
n
-ary constraints into binary ones. Because of this, some CSP solvers work with only binary constraints, expecting the user to eliminate the other constraints ahead of time. We make that assumption for the rest of this chapter, except where noted.",前：chap5_para49 | 后：chap5_para51,AI_Popular,Semi_Formal_Academic,"constraint,eliminate,unary","CSP,CSP",,
chap5_para51,5,"5.2.2
Arc consistency
A variable in a CSP is
arc-consistent
1
if every value in its domain satisfies the variable’s binary constraints. More formally,
X
i
is arc-consistent with respect to another variable
X
j
if for every value in the current domain
D
i
there is some value in the domain
D
j
that satisfies the binary constraint on the arc (
X
i
,
X
j
). A graph is arc-consistent if every variable is arc-consistent with every other variable. For example, consider the constraint
Y
=
X
2
where the domain of both
X
and
Y
is the set of decimal digits. We can write this constraint explicitly as
〈
(
X
,
Y
),{(0,0), (1,1), (2,4), (3,9)}
〉
.",前：chap5_para50 | 后：chap5_para52,AI_Popular,Formal_Academic,"variable,arc-consistent,domain","CSP,〈",,
chap5_para52,5,"To make
X
arc-consistent with respect to
Y
, we reduce
X
’s domain to {0,1,2,3}. If we also make
Y
arc-consistent with respect to
X
, then
Y
’s domain becomes {0,1,4,9}, and the whole CSP is arc-consistent. On the other hand, arc consistency can do nothing for the Australia map-coloring problem. Consider the following inequality constraint on (
SA, WA
):
{(
r
e
d
,
g
r
e
e
n
), (
r
e
d
,
b
l
u
e
), (
g
r
e
e
n
,
r
e
d
), (
g
r
e
e
n
,
b
l
u
e
), (
b
l
u
e
,
r
e
d
), (
b
l
u
e
,
g
r
e
e
n
)}
.",前：chap5_para51 | 后：chap5_para53,AI_Popular,Formal_Academic,"arc-consistent,make,respect","CSP,Australia",,
chap5_para53,5,"No matter what value you choose for
SA
(or for
WA
), there is a valid value for the other variable. So applying arc consistency has no effect on the domains of either variable.",前：chap5_para52 | 后：chap5_para54,AI_Popular,Semi_Formal_Academic,"value,variable,matter",无,,
